Model,In,Out,Batch,Compiled,Fwd Mean (ms),Fwd Std (ms),Bwd Mean (ms),Bwd Std (ms)
"ChenLinear (bias=T, norm=T)",16384,256,512,False,0.5581353580629503,0.00313089939033364,1.2393325688887615,0.012648417570980244
Poincare_Dist2Hyperplanes,16384,256,512,False,0.6446193854014078,0.0031699762960258086,1.6666240071256955,0.004588535327539011
Poincare_Linear,16384,256,512,False,0.8813958068688711,0.005154306133185036,2.1320135328504772,0.004408155305323177
PoincareActivation (ReLU),16384,256,512,False,0.659933873017629,0.0014254418628410505,2.59473063548406,0.0039374028220796435
Euclidean Linear,16384,256,512,False,0.3719418803039862,0.008293936253892057,0.6806928670924642,0.0011971389913273043
Euclidean Linear no bias,16384,256,512,False,0.36119893723064,0.0008191988976296681,0.6629003448919817,0.0009539052256626752
Euclidean Linear + ReLU,16384,256,512,False,0.38227200011412305,0.008374385124926068,0.6992869927332952,0.0006876978913793496
Euclidean Linear no bias + ReLU,16384,256,512,False,0.37077704525512195,0.0011058944979380038,0.6820316328558811,0.0011883146910706109
Lorentz_FC (MLR),16384,512,512,False,0.8670321689711676,0.00200920817588774,1.7647359718879063,0.003406679551542939
Lorentz_FC cached (MLR),16384,512,512,False,0.6692083818571908,0.0007490740632176814,1.2818618037483909,0.001485095806415963
Lorentz_FC + ReLU,16384,512,512,False,0.8252327053443246,0.001864197816104304,1.7768403524937837,0.003852911294496238
Lorentz_FC cached + ReLU,16384,512,512,False,0.6109050460483717,0.000694387432391448,1.2995649347914027,0.0036418147465387793
BdeirLorentzMLR,16384,512,512,False,1.0405432966020371,0.0038128766796985763,2.443925345937411,0.004260668180226536
"ChenLinear (bias=F, norm=F)",16384,512,512,False,0.8718161823901724,0.0017232544937805774,1.371029334763686,0.003809939625839296
"ChenLinear (bias=T, norm=T)",16384,512,512,False,1.0172373255093892,0.003824279735473486,1.7604956525437376,0.005439911451057369
Poincare_Dist2Hyperplanes,16384,512,512,False,0.9303893273075422,0.0032302926976083826,2.493717283010483,0.005207731979364419
Poincare_Linear,16384,512,512,False,1.03816172417174,0.0028443749386083345,2.9598497307818867,0.005475944909390734
PoincareActivation (ReLU),16384,512,512,False,0.6574747795644014,0.0017659213830130136,2.5941481382950493,0.0030212749147251225
Euclidean Linear,16384,512,512,False,0.5562716557624492,0.005505146167708002,1.1702093611592832,0.0012434339728145517
Euclidean Linear no bias,16384,512,512,False,0.671999990940094,0.0007909364297705976,1.1511664945025777,0.001173875922077103
Euclidean Linear + ReLU,16384,512,512,False,0.5657813313106695,0.004058438402633866,1.1917181420833507,0.0016757895901134434
Euclidean Linear no bias + ReLU,16384,512,512,False,0.6817443446910127,0.001253482403487418,1.1701589028040569,0.001517314048782744
Lorentz_FC (MLR),16384,1024,512,False,1.4785688557523362,0.003639292593752465,3.1470778313550083,0.002328591961188551
Lorentz_FC cached (MLR),16384,1024,512,False,1.1793865853167596,0.0015589614983742871,2.295741293741309,0.0019499704540301066
Lorentz_FC + ReLU,16384,1024,512,False,1.4412160068750381,0.002626620337802854,3.1572052935759225,0.0038083725872146428
Lorentz_FC cached + ReLU,16384,1024,512,False,1.1176437869363902,0.0016297588281845548,2.310077164484107,0.002721042121996578
BdeirLorentzMLR,16384,1024,512,False,1.3979306742548943,0.0034111849250414144,4.01858992272235,0.004970380894645871
"ChenLinear (bias=F, norm=F)",16384,1024,512,False,1.1370026220877965,0.0009227815866264097,2.3875291542131074,0.011460842709539298
"ChenLinear (bias=T, norm=T)",16384,1024,512,False,1.7663782023368997,0.010755346152904353,2.7819520135720572,0.011476284435156716
Poincare_Dist2Hyperplanes,16384,1024,512,False,1.5185920000076294,0.002635148769595867,4.10126934448878,0.005115647046687451
Poincare_Linear,16384,1024,512,False,1.6361071311909219,0.0033433307938501963,4.56370094548101,0.005987785750886948
PoincareActivation (ReLU),16384,1024,512,False,0.6600989851840707,0.0014144694028735026,2.5953057123267134,0.0022367636834439244
Euclidean Linear,16384,1024,512,False,1.4696907607876524,0.0025466567361533484,2.1584639847278595,0.0017813149606269816
Euclidean Linear no bias,16384,1024,512,False,0.9968997378681981,0.0008068663248483944,2.1299840062856674,0.0018270990225508436
Euclidean Linear + ReLU,16384,1024,512,False,1.48377597575285,0.002844136623458443,2.1784746001164117,0.0020568311491528375
Euclidean Linear no bias + ReLU,16384,1024,512,False,1.0083283859750498,0.0014302401202481393,2.1481993959305132,0.0015804502426891847
Lorentz_FC (MLR),16384,2048,512,False,2.8944853295882544,0.010012355042694553,5.899992179870606,0.003491820665071074
Lorentz_FC cached (MLR),16384,2048,512,False,2.3502506762742996,0.005247853107583376,4.316574015515916,0.0023678782559988336
Lorentz_FC + ReLU,16384,2048,512,False,2.8561493257681527,0.010052592103650297,5.909743704694383,0.0037740988680841176
Lorentz_FC cached + ReLU,16384,2048,512,False,2.293114475581957,0.004967968487007614,4.331924804421359,0.0036498567307480735
BdeirLorentzMLR,16384,2048,512,False,2.5655039846897125,0.002198488937028628,7.174666433918233,0.0054543750175744905
"ChenLinear (bias=F, norm=F)",16384,2048,512,False,2.6245759576559067,0.005835520307389551,4.414583128552104,0.0035554808860732037
"ChenLinear (bias=T, norm=T)",16384,2048,512,False,2.5875839591026306,0.004657044772400346,4.815784910891918,0.006318812501889363
Poincare_Dist2Hyperplanes,16384,2048,512,False,2.829909364382426,0.004878909883667218,7.168217922778839,0.005405803682034177
Poincare_Linear,16384,2048,512,False,2.965024638683238,0.005536010759639873,7.638574567708102,0.0049613293872801814
PoincareActivation (ReLU),16384,2048,512,False,0.6614594744599384,0.001524165951761523,2.59610710973325,0.002954267183425705
Euclidean Linear,16384,2048,512,False,2.3927680353323617,0.005358279243223769,4.130990312454548,0.003308434045878283
Euclidean Linear no bias,16384,2048,512,False,1.9768647133035864,0.0014458693808483403,4.0956373910109205,0.002614779126470406
Euclidean Linear + ReLU,16384,2048,512,False,2.4080927128694496,0.006068879763326316,4.149909357229869,0.003018154135013827
Euclidean Linear no bias + ReLU,16384,2048,512,False,1.9902638450581978,0.0007179931787110911,4.118101318677266,0.0023633354465214837
Lorentz_FC (MLR),16384,4096,512,False,4.99663934902269,0.019594726319598136,11.405579090118408,0.003663831451205808
Lorentz_FC cached (MLR),16384,4096,512,False,3.9520886677962084,0.0007981318503109126,8.359633445739746,0.0026159004090048096
Lorentz_FC + ReLU,16384,4096,512,False,4.958016047875087,0.017666622399681656,11.415997214939283,0.005708004574731628
Lorentz_FC cached + ReLU,16384,4096,512,False,3.901419007048315,0.0018093474491298032,8.374010451296543,0.0038342157870242047
BdeirLorentzMLR,16384,4096,512,False,5.491839994986852,0.010336895002963548,13.461830849343158,0.00586568997491227
"ChenLinear (bias=F, norm=F)",16384,4096,512,False,4.574249793072136,0.009200788661369393,8.366535017225477,0.002995675440272591
"ChenLinear (bias=T, norm=T)",16384,4096,512,False,4.612764689387108,0.004150753670865236,8.772978315962122,0.004720633075724659
Poincare_Dist2Hyperplanes,16384,4096,512,False,4.728832001381732,0.0036156745997151466,13.185045810455971,0.004498221574789842
Poincare_Linear,16384,4096,512,False,4.899263978004456,0.0050031015507384785,13.653994619846344,0.004764016854715991
PoincareActivation (ReLU),16384,4096,512,False,0.6595227873843649,0.0017659156661128477,2.5945043149201767,0.0026571886279215286
Euclidean Linear,16384,4096,512,False,4.3842678402745445,0.0026071477973804353,8.028076385965152,0.005646103926041903
Euclidean Linear no bias,16384,4096,512,False,4.2917720638975805,0.003710410118090766,7.992048321938028,0.007386463967659295
Euclidean Linear + ReLU,16384,4096,512,False,4.402134223860138,0.004616520382738893,8.047950355374084,0.006989237473200132
Euclidean Linear no bias + ReLU,16384,4096,512,False,4.307696332736891,0.0036762735292009316,8.012820983419614,0.008503362487246114
Lorentz_FC (MLR),16384,8192,512,False,10.000448028246561,0.046573419102705446,22.33289400736491,0.005303765044047273
Lorentz_FC cached (MLR),16384,8192,512,False,7.963843039103916,0.003114327050013857,16.35750077410442,0.0031437294241940857
Lorentz_FC + ReLU,16384,8192,512,False,9.969109376271566,0.04711648974915857,22.378026684125263,0.008931879604116644
Lorentz_FC cached + ReLU,16384,8192,512,False,7.91483736038208,0.004951090214689638,16.406151752082668,0.008325854754776948
BdeirLorentzMLR,16384,8192,512,False,10.45693553762233,0.0114865582972356,26.32979194323222,0.010253175630668703
"ChenLinear (bias=F, norm=F)",16384,8192,512,False,8.640947707155918,0.015719265209209802,16.441898743311565,0.00874650223268743
"ChenLinear (bias=T, norm=T)",16384,8192,512,False,8.17396506484674,0.009944804664364914,16.881434148671676,0.009546117811361627
Poincare_Dist2Hyperplanes,16384,8192,512,False,9.37049325983575,0.007392074564253252,25.502357443173725,0.010595472269861758
Poincare_Linear,16384,8192,512,False,9.633066674073538,0.006916618088972623,26.302784005800884,0.01168683269552751
PoincareActivation (ReLU),16384,8192,512,False,0.6634684144234171,0.007681981480351044,2.60969531292818,0.02595662364951444
Euclidean Linear,16384,8192,512,False,7.7603412965933485,0.007659884317285831,15.79435031972033,0.012224873653715433
Euclidean Linear no bias,16384,8192,512,False,8.329433846980967,0.0032923477455265217,15.762076728197993,0.010347180575519688
Euclidean Linear + ReLU,16384,8192,512,False,7.784576008717219,0.006674486448593671,15.82314662138621,0.01332502877306169
Euclidean Linear no bias + ReLU,16384,8192,512,False,8.349236332640356,0.006223878191635589,15.786192932907415,0.012772930238345652
Lorentz_FC (MLR),16384,16384,512,False,18.6959787607193,0.09172136207462284,44.648134114790935,0.006902526090131826
Lorentz_FC cached (MLR),16384,16384,512,False,14.684595737051456,0.010803422786138165,32.5177516531437,0.003582318058542984
Lorentz_FC + ReLU,16384,16384,512,False,18.713866233825684,0.09274410073532663,44.68236796061198,0.007278751159700915
Lorentz_FC cached + ReLU,16384,16384,512,False,14.68940806388855,0.012994195678003358,32.55635773051869,0.004640587522311774
BdeirLorentzMLR,16384,16384,512,False,19.620730607405953,0.008165823400234883,52.10649077746333,0.016393879927932307
"ChenLinear (bias=F, norm=F)",16384,16384,512,False,15.622165381908417,0.01113423341340312,32.54237182617187,0.027245323100607954
"ChenLinear (bias=T, norm=T)",16384,16384,512,False,15.861362904918437,0.011220833955119205,33.32543213513433,0.027583071451523944
Poincare_Dist2Hyperplanes,16384,16384,512,False,17.6144559332665,0.014297955146395635,51.10022393862406,0.016577711877617446
Poincare_Linear,16384,16384,512,False,18.18384328801581,0.01590632044118518,52.76053333282471,0.01571124825071864
PoincareActivation (ReLU),16384,16384,512,False,0.6698213888674366,0.00725739626056549,2.637197027401048,0.02707416435743079
Euclidean Linear,16384,16384,512,False,15.620514071717555,0.0078802167340033,31.344034000318878,0.01627497540206259
Euclidean Linear no bias,16384,16384,512,False,15.586892330900152,0.0036814822506169255,31.292650540669758,0.015042647953649414
Euclidean Linear + ReLU,16384,16384,512,False,15.667456090450287,0.008903817311304357,31.415274659792583,0.015593562269844468
Euclidean Linear no bias + ReLU,16384,16384,512,False,15.630871165882457,0.0033000128613595915,31.370538592338562,0.01683896381290267
Lorentz_FC (MLR),16384,16384,2,False,4.866925726131517,0.07428489151016329,16.24368930392795,0.006976894400131207
Lorentz_FC cached (MLR),16384,16384,2,False,0.888093770936478,0.002796286846719157,4.10876579284668,0.005102234402491356
Lorentz_FC + ReLU,16384,16384,2,False,4.889469268474173,0.09470841754698935,16.305530631023906,0.0086373468219976
Lorentz_FC cached + ReLU,16384,16384,2,False,0.8596712703054602,0.0054030324313559626,4.1781930393642845,0.004682163689510907
BdeirLorentzMLR,16384,16384,2,False,4.1525203974350635,0.004612345915050724,23.295176298721977,0.008265662769436917
"ChenLinear (bias=F, norm=F)",16384,16384,2,False,1.031563639640808,0.007108622075419662,4.203659664500844,0.01003450626415746
"ChenLinear (bias=T, norm=T)",16384,16384,2,False,1.1722979651557075,0.008475217897185094,4.5784632682800295,0.010770039305031842
Poincare_Dist2Hyperplanes,16384,16384,2,False,3.638784034685655,0.0055596146604224754,21.864638439444608,0.008447722356001842
Poincare_Linear,16384,16384,2,False,3.74330181425268,0.006496139895338161,22.326681688096787,0.007603111364203505
PoincareActivation (ReLU),16384,16384,2,False,0.47974400103092196,0.005933017024178743,0.8126720028618971,0.004168039113393508
Euclidean Linear,16384,16384,2,False,0.9655367496401764,0.003168239921739336,3.896367671877839,0.0032752123616032226
Euclidean Linear no bias,16384,16384,2,False,0.9642507946768473,0.003628016098870794,3.8977726392967758,0.0033289478548813364
Euclidean Linear + ReLU,16384,16384,2,False,0.9763720950414968,0.003597561775692283,3.9164742014624854,0.004299129761528073
Euclidean Linear no bias + ReLU,16384,16384,2,False,0.9739192544027816,0.003113896743095948,3.905558697382609,0.005355759211794675
Lorentz_FC (MLR),16384,16384,4,False,4.918522747195497,0.07733866801338139,16.61032537619273,0.008190670307221782
Lorentz_FC cached (MLR),16384,16384,4,False,0.9432945112849391,0.0033437992277160463,4.470260704888238,0.003895523304959972
Lorentz_FC + ReLU,16384,16384,4,False,4.953002641598384,0.10052938336425629,16.67654537624783,0.007233650889911045
Lorentz_FC cached + ReLU,16384,16384,4,False,0.9105180382728577,0.004137259027660619,4.53588768641154,0.005110805653664653
BdeirLorentzMLR,16384,16384,4,False,4.508404959803042,0.003133887048343359,23.353232798369035,0.007394042179309716
"ChenLinear (bias=F, norm=F)",16384,16384,4,False,1.3963946872287327,0.0022330715231923025,4.220336363050673,0.011002351431177313
"ChenLinear (bias=T, norm=T)",16384,16384,4,False,1.091652266184489,0.009611786301183676,4.608364105224609,0.009151675516814372
Poincare_Dist2Hyperplanes,16384,16384,4,False,3.6851664944128557,0.00547790078153121,22.22082265218099,0.007255335716597573
Poincare_Linear,16384,16384,4,False,3.7903473907046847,0.006603318855993327,22.694609555331144,0.00889127429320542
PoincareActivation (ReLU),16384,16384,4,False,0.47856326674928473,0.005031679605566301,0.8148693355421225,0.004826757173799077
Euclidean Linear,16384,16384,4,False,0.9200759058774903,0.005869455776429891,3.955013860355724,0.0050107085264052345
Euclidean Linear no bias,16384,16384,4,False,1.3255679688670419,0.0019587840820390573,3.9464261911132117,0.004178960909390529
Euclidean Linear + ReLU,16384,16384,4,False,0.9320781397265058,0.006759474776842187,3.9776581905104895,0.004313656545628555
Euclidean Linear no bias + ReLU,16384,16384,4,False,1.331928186946445,0.0017752385646925342,3.9626979351043703,0.005209236032304411
Lorentz_FC (MLR),16384,16384,8,False,4.941071675748241,0.09400303864054846,16.61726309328663,0.007671263045538358
Lorentz_FC cached (MLR),16384,16384,8,False,0.9531796303662387,0.0033306641015995882,4.482070732116699,0.00351083033165531
Lorentz_FC + ReLU,16384,16384,8,False,4.951562881469727,0.0934979436608351,16.67403693821119,0.0056296120495459645
Lorentz_FC cached + ReLU,16384,16384,8,False,0.9207621853459965,0.004739414126179001,4.545072725840977,0.0036662969770964986
BdeirLorentzMLR,16384,16384,8,False,4.518616135915121,0.002419586056561624,23.369285756891426,0.00910521226868458
"ChenLinear (bias=F, norm=F)",16384,16384,8,False,1.4304814745079388,0.002193549796616474,4.23419346592643,0.010193267169170076
"ChenLinear (bias=T, norm=T)",16384,16384,8,False,1.6705001670381296,0.007162325642178893,4.623312373493993,0.007121775890976765
Poincare_Dist2Hyperplanes,16384,16384,8,False,3.69671144596366,0.007454515835571244,22.239255211570047,0.007918400332125543
Poincare_Linear,16384,16384,8,False,3.7990400303493845,0.005680434450862054,22.699426954442803,0.008143308037429617
PoincareActivation (ReLU),16384,16384,8,False,0.4792528985714426,0.00540461854511842,0.8154961682380514,0.004611278851003267
Euclidean Linear,16384,16384,8,False,1.3971455997890896,0.005164863827662349,3.9689784632788765,0.005958997356238005
Euclidean Linear no bias,16384,16384,8,False,1.3328611718283758,0.0014687584648881628,3.9546880451115696,0.004871939925548943
Euclidean Linear + ReLU,16384,16384,8,False,1.4023680009625175,0.005196226398755996,3.990710073047214,0.004302849303910548
Euclidean Linear no bias + ReLU,16384,16384,8,False,1.3430328634050157,0.0015042896529104438,3.972596597671509,0.004916278141353811
Lorentz_FC (MLR),16384,16384,16,False,5.08461975564762,0.0881861438545315,16.45179744561513,0.006526591003665879
Lorentz_FC cached (MLR),16384,16384,16,False,1.0744929171743847,0.0018627129570021625,4.320164987776015,0.004014440653216929
Lorentz_FC + ReLU,16384,16384,16,False,5.075612768834951,0.0947270741706844,16.516852834950324,0.007057270184460588
Lorentz_FC cached + ReLU,16384,16384,16,False,1.0370793017474087,0.0007195807441897242,4.384535236792131,0.00469685694885474
BdeirLorentzMLR,16384,16384,16,False,4.386482000350952,0.004017628386973076,23.483801396687827,0.005826204205364792
"ChenLinear (bias=F, norm=F)",16384,16384,16,False,1.1763256973690457,0.0034953408939509593,4.332846489819613,0.0076304645192881125
"ChenLinear (bias=T, norm=T)",16384,16384,16,False,1.4028117285834418,0.002801405666293752,4.732260133909143,0.00781376169444889
Poincare_Dist2Hyperplanes,16384,16384,16,False,3.815566850263019,0.0061977172314718705,22.06589685786854,0.007149214621169362
Poincare_Linear,16384,16384,16,False,3.9239913062615828,0.006946758758587331,22.526813116940584,0.007922627689056936
PoincareActivation (ReLU),16384,16384,16,False,0.47963733536501724,0.0058217334921485285,0.8135447271845557,0.0034206142176345087
Euclidean Linear,16384,16384,16,False,1.2037916315926447,0.001773487548092153,4.095522212982178,0.002925146166855258
Euclidean Linear no bias,16384,16384,16,False,1.1505436473422581,0.0019367297331058955,4.072311464945475,0.002811278958433785
Euclidean Linear + ReLU,16384,16384,16,False,1.214964599079556,0.001962245224811159,4.116736000234431,0.0018541049415677217
Euclidean Linear no bias + ReLU,16384,16384,16,False,1.1593955622778997,0.0026074927695872445,4.090697998470731,0.00287445617578239
Lorentz_FC (MLR),16384,16384,32,False,5.406869341929753,0.0829045190393076,16.789787251898584,0.0069760229664479634
Lorentz_FC cached (MLR),16384,16384,32,False,1.419194140217521,0.001261683373958544,4.654899258083767,0.003102965647780134
Lorentz_FC + ReLU,16384,16384,32,False,5.4347093005975085,0.10048411917932984,16.850711345672607,0.005873709149383138
Lorentz_FC cached + ReLU,16384,16384,32,False,1.3834012773301867,0.0016225127225818405,4.718432733747695,0.004354994216703278
BdeirLorentzMLR,16384,16384,32,False,4.44998541937934,0.005291510033225338,24.147603861490886,0.00574470481848521
"ChenLinear (bias=F, norm=F)",16384,16384,32,False,1.1907299465603298,0.00510081203837821,4.906852234964785,0.004354819717683764
"ChenLinear (bias=T, norm=T)",16384,16384,32,False,1.7443617478660915,0.002830522604801108,5.310395760006375,0.006141739460283023
Poincare_Dist2Hyperplanes,16384,16384,32,False,4.174562176992727,0.005397433885279011,22.390664832536565,0.006239380995468826
Poincare_Linear,16384,16384,32,False,4.290673764546712,0.005916800962187661,22.8568434715271,0.006153897198898163
PoincareActivation (ReLU),16384,16384,32,False,0.4800470197687344,0.00566554357609864,0.8138453339536985,0.004459788922826601
Euclidean Linear,16384,16384,32,False,1.5431679831610785,0.0024989437492594826,4.74450367429982,0.0023571533786905124
Euclidean Linear no bias,16384,16384,32,False,1.1767125527064006,0.0018894107818859776,4.727881136394682,0.0025120952955577417
Euclidean Linear + ReLU,16384,16384,32,False,1.555319497320387,0.0021972948408101314,4.7664013438754615,0.0025158980395179557
Euclidean Linear no bias + ReLU,16384,16384,32,False,1.1875607100400059,0.0021207733499265563,4.745906083480172,0.002406745731697904
Lorentz_FC (MLR),16384,16384,64,False,6.198752666006283,0.08193228815146107,19.0985571405162,0.007519822847432335
Lorentz_FC cached (MLR),16384,16384,64,False,2.202989793959118,0.0023629472965327435,6.967387029859755,0.00512153699080352
Lorentz_FC + ReLU,16384,16384,64,False,6.2360972774272065,0.10974871503830715,19.16166691158129,0.008397114879840304
Lorentz_FC cached + ReLU,16384,16384,64,False,2.1684616778759245,0.00268383273353112,7.028116847193519,0.004220019406203947
BdeirLorentzMLR,16384,16384,64,False,5.847745492723253,0.003956080630389752,25.852336332533095,0.009263848834043192
"ChenLinear (bias=F, norm=F)",16384,16384,64,False,2.6828101114793257,0.0030203565653503053,6.577914005102113,0.004948458161703823
"ChenLinear (bias=T, norm=T)",16384,16384,64,False,2.670831725952473,0.003610919065757666,6.982587718963623,0.005271932843141523
Poincare_Dist2Hyperplanes,16384,16384,64,False,4.966469808058306,0.004433550359365166,24.75115052136508,0.0077525814606059845
Poincare_Linear,16384,16384,64,False,5.0961977110968695,0.006999107207172989,25.212313630845813,0.00739789880144377
PoincareActivation (ReLU),16384,16384,64,False,0.4785214692962413,0.005711532544405726,0.8142760852549938,0.0040666891103807975
Euclidean Linear,16384,16384,64,False,2.4693061492659827,0.001724552058971049,6.4465920383279975,0.00357063535166205
Euclidean Linear no bias,16384,16384,64,False,2.6112436436592263,0.0031470031661096623,6.420569025951883,0.003533189099660538
Euclidean Linear + ReLU,16384,16384,64,False,2.4830665070077647,0.002430840231804923,6.468869462926337,0.004377561293311502
Euclidean Linear no bias + ReLU,16384,16384,64,False,2.6258192011650574,0.0031381420073049804,6.440241032458366,0.003923056512370641
Lorentz_FC (MLR),16384,16384,128,False,7.907562663157781,0.07932876967625066,22.672279513612086,0.007413578846993003
Lorentz_FC cached (MLR),16384,16384,128,False,3.926165387034416,0.003121273364365009,10.540800034999847,0.006561785935295301
Lorentz_FC + ReLU,16384,16384,128,False,7.963062860527817,0.1000990270635353,22.72576560144839,0.008459269303762602
Lorentz_FC cached + ReLU,16384,16384,128,False,3.8968647033610244,0.0042658943596415025,10.59826925967602,0.006872873079771534
BdeirLorentzMLR,16384,16384,128,False,7.942500176637069,0.008439287013488502,29.36869828597359,0.008151040178430114
"ChenLinear (bias=F, norm=F)",16384,16384,128,False,4.566903485192193,0.007803298098854699,10.107302997423256,0.005314767879654802
"ChenLinear (bias=T, norm=T)",16384,16384,128,False,4.7162323516348135,0.010464297709232118,10.517713351683183,0.005542769468072204
Poincare_Dist2Hyperplanes,16384,16384,128,False,6.70793456616609,0.006665962913033425,28.313463338216145,0.011193791951443379
Poincare_Linear,16384,16384,128,False,6.867077506106833,0.006227348183150949,28.7785889452154,0.008977177405448847
PoincareActivation (ReLU),16384,16384,128,False,0.48238759138146226,0.005795705800896429,0.8159944350304811,0.004268282534810997
Euclidean Linear,16384,16384,128,False,4.380497739670124,0.0051147995071116545,9.938987529024164,0.0037488387151045147
Euclidean Linear no bias,16384,16384,128,False,4.37919051596459,0.005296907135327165,9.907066448875096,0.0049322760608087185
Euclidean Linear + ReLU,16384,16384,128,False,4.399616013402524,0.0059585031655530534,9.959469477335611,0.002895959692742791
Euclidean Linear no bias + ReLU,16384,16384,128,False,4.393516478331192,0.0050107264600349226,9.926277596017588,0.004158631963260569
Lorentz_FC (MLR),16384,16384,256,False,11.787410230052714,0.09951477073476953,29.673088033994038,0.005998747455771207
Lorentz_FC cached (MLR),16384,16384,256,False,7.754773809554729,0.003618812904091927,17.5522969834348,0.004154633107592929
Lorentz_FC + ReLU,16384,16384,256,False,11.770921823929767,0.09135585954471398,29.74773419421652,0.006645576498169697
Lorentz_FC cached + ReLU,16384,16384,256,False,7.725753266760644,0.0029277417137070884,17.625929980807832,0.003952954392582235
BdeirLorentzMLR,16384,16384,256,False,11.2686970959539,0.002531608715514553,37.15607971840716,0.006432072013909607
"ChenLinear (bias=F, norm=F)",16384,16384,256,False,7.954017953669771,0.0034037567813984962,17.586895070177444,0.0045937554154054355
"ChenLinear (bias=T, norm=T)",16384,16384,256,False,8.16058286707452,0.003478124511328407,18.031725092137112,0.005545559536728199
Poincare_Dist2Hyperplanes,16384,16384,256,False,10.586329906544787,0.005108736563065049,35.413645642869014,0.005904886409877456
Poincare_Linear,16384,16384,256,False,10.863746764812063,0.004378273241667993,36.21729966868525,0.007566552111058164
PoincareActivation (ReLU),16384,16384,256,False,0.5128777160936472,0.005063265624751079,1.3134216044811493,0.002658777037858588
Euclidean Linear,16384,16384,256,False,7.761344075202942,0.0015203724772023784,17.323007933947505,0.0037865801746502707
Euclidean Linear no bias,16384,16384,256,False,7.741183916727702,0.0018519389906356493,17.291830346939413,0.0034761478289147885
Euclidean Linear + ReLU,16384,16384,256,False,7.78381791481605,0.0008236575637025764,17.349980577509452,0.003768313939928779
Euclidean Linear no bias + ReLU,16384,16384,256,False,7.762444589196182,0.0008192834700166607,17.31229019165039,0.003313511593981041
Lorentz_FC (MLR),16384,16384,512,False,18.7260968733807,0.09825630633215876,44.646933476130165,0.007631562153115305
Lorentz_FC cached (MLR),16384,16384,512,False,14.6910293896993,0.012854383760100641,32.51838891402535,0.003457484838321126
Lorentz_FC + ReLU,16384,16384,512,False,18.710568962097167,0.0765889170053559,44.680409938731096,0.006410379223922968
Lorentz_FC cached + ReLU,16384,16384,512,False,14.690816044807434,0.013858723125946526,32.55467406563137,0.0037776223219695803
BdeirLorentzMLR,16384,16384,512,False,19.615547910649727,0.005771943458674502,52.09549829911212,0.017122437665141835
"ChenLinear (bias=F, norm=F)",16384,16384,512,False,15.612260217251984,0.0033024442991214297,32.51044021953236,0.003219472177242716
"ChenLinear (bias=T, norm=T)",16384,16384,512,False,15.851039341517858,0.004843364344986702,33.29714086781377,0.0041425620658598955
Poincare_Dist2Hyperplanes,16384,16384,512,False,17.615416929456924,0.013371492094755166,51.09599702254586,0.011228618232651514
Poincare_Linear,16384,16384,512,False,18.186329012331754,0.01426866274737512,52.74585325453017,0.011370800112721504
PoincareActivation (ReLU),16384,16384,512,False,0.66791424036026,0.007211195679805911,2.627829699516296,0.02938687388360634
Euclidean Linear,16384,16384,512,False,15.615080483105718,0.010095292140950429,31.335695500276525,0.01893906763401465
Euclidean Linear no bias,16384,16384,512,False,15.59172256787618,0.004802664680398389,31.29813313484192,0.015585778145260543
Euclidean Linear + ReLU,16384,16384,512,False,15.664694420834804,0.00668927546578896,31.414497261047362,0.016109395644239407
Euclidean Linear no bias + ReLU,16384,16384,512,False,15.62833066781362,0.00903156726810411,31.36134421825409,0.016507763021264246
